업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),
용역,20200519467-01,변경,재난피해 지역사회 현황조사,재단법인 416재단,재단법인 416재단,일반(총액)협상에의한계약,2020/05/15 23:16(2020/06/01 17:00),
용역,20200519468-00,긴급,"서울대학교 수의과대학 동물이용 생물안전3등급(ABL3) 연구시설 보완공사, 검증 및 유지보수용역",서울대학교 대학 수의과대학,서울대학교 대학 수의과대학,일반경쟁,2020/05/15 23:15(2020/05/25 10:00),
용역,20200519462-01,취소,재난피해 지역사회 현황조사,재단법인 416재단,재단법인 416재단,일반(총액)협상에의한계약,2020/05/15 23:00(2020/05/26 17:00),
용역,20200519460-01,취소,재난피해 지역사회 현황조사,재단법인 416재단,재단법인 416재단,일반(총액)협상에의한계약,2020/05/15 22:33(2020/05/26 17:00),
용역,20200513347-01,취소,재난피해 지역사회 현황조사,재단법인 416재단,재단법인 416재단,일반(총액)협상에의한계약,2020/05/15 22:19(2020/05/26 17:00),
용역,20200519459-00,일반,다대포 해수욕장 노을정 하수토구 정비공사 폐기물처리용역,부산광역시 사하구,부산광역시 사하구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 22:12(2020/05/21 10:00),
용역,20200519404-00,긴급,2020평창평화페스티벌 기획 및 운영 총괄대행사 선정 입찰 공고[긴급],재단법인 평창문화예술재단,재단법인 평창문화예술재단,제한(총액)협상에의한계약,2020/05/15 20:43(-),
용역,20200519450-00,긴급,아리랑문학마을 역사체험 콘텐츠 라이브스케치 구축 용역,전라북도 김제시,전라북도 김제시,제한(총액)협상에의한계약,2020/05/15 20:35(-),
용역,20200512055-00,일반,축산업정보 통합관리시스템 구축 PMO,조달청,축산물품질평가원,일반(총액)협상에의한계약,2020/05/15 20:35(2020/06/10 10:00),
용역,20200429819-00,긴급,방사능영향평가 정보시스템 통합연계체계 구축 (1차),조달청,한국원자력안전기술원,제한(총액)협상에의한계약,2020/05/15 20:26(2020/06/10 10:00),
용역,20200519449-00,일반,2020 숲속 평화콘서트 기획 및 운영 총괄대행사 선정 입찰 공고,재단법인 평창문화예술재단,재단법인 평창문화예술재단,제한(총액)협상에의한계약,2020/05/15 20:23(-),
용역,20200509954-00,긴급,2020년 국가연구안전정보시스템 고도화,조달청,한국생명공학연구원,제한(총액)협상에의한계약,2020/05/15 20:16(2020/06/10 10:00),
용역,20200509948-00,긴급,바이오 R&D 산업화 촉진 정보종합시스템 구축(4차년도),조달청,한국생명공학연구원,제한(총액)협상에의한계약,2020/05/15 20:11(2020/06/10 10:00),
용역,20200519440-00,긴급,해금강마을 하수관로 정비사업 수밀시험 및 CCTV조사용역,경상남도 거제시,경상남도 거제시,제한경쟁,2020/05/15 19:51(2020/05/22 10:00),
용역,20200519436-00,긴급,해금강마을 공공하수도사업 GIS DB구축 용역,경상남도 거제시,경상남도 거제시,제한경쟁,2020/05/15 19:43(2020/05/22 10:00),
용역,20200519432-00,긴급,망치·망양·양화마을 공공하수도사업 GIS DB구축 용역,경상남도 거제시,경상남도 거제시,제한경쟁,2020/05/15 19:35(2020/05/22 10:00),
용역,20200519431-00,일반,산북면 이곡리 갯마천 정비공사 건설폐기물처리용역,경상북도 문경시,경상북도 문경시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 19:33(2020/05/22 10:00),
용역,20200509309-01,취소,광명동굴 예매발권 시스템 임대 및 위탁 용역(협상에 의한 계약)[긴급],광명도시공사,광명도시공사,제한(총액)협상에의한계약,2020/05/15 19:31(2020/05/19 17:00),
용역,20200519428-00,일반,문경 조령관문(1관문 성곽)보수 감리용역,경상북도 문경시,경상북도 문경시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 19:29(2020/05/22 10:00),
용역,20200519422-00,긴급,고령군 도로 및 지하시설물 전산화사업(2단계)(협상에의한 계약),경상북도 고령군,경상북도 고령군,제한(총액)협상에의한계약,2020/05/15 19:18(-),
용역,20200519411-00,긴급,의성 펫월드 펫카페 위탁운영자 모집(협상에 의한 계약),경상북도 의성군,경상북도 의성군,일반(총액)협상에의한계약,2020/05/15 19:17(-),
용역,20200519405-00,긴급,소정지구 자연재해위험지구 개선사업 기본 및 실시설계 용역(PQ 후 가격입찰),충청남도 서산시,충청남도 서산시,일반경쟁,2020/05/15 19:11(-),
용역,20200519415-00,긴급,의정부시 보행교통개선 기본계획 수립용역(긴급),경기도 의정부시,경기도 의정부시,제한경쟁,2020/05/15 19:05(2020/05/21 10:00),
용역,20200519402-00,긴급,민락2지구(푸른마당 근린공원) 지구단위계획 변경 용역(긴급),경기도 의정부시,경기도 의정부시,제한경쟁,2020/05/15 19:00(2020/05/21 10:00),
용역,20200518218-00,일반,영동산업단지 주변마을 지방상수도 확장사업 건설사업관리용역,조달청,충청북도 영동군,"일반경쟁(용역,PQ)",2020/05/15 18:51(2020/06/11 10:00),
용역,20200518482-00,일반,증평군 노후하수관로 정비사업 감독권한대행등 건설사업관리용역,조달청,충청북도 증평군 상하수도사업소,"일반경쟁(용역,PQ)",2020/05/15 18:50(2020/06/11 10:00),
용역,20200517912-00,일반,2020년 (재)부산정보산업진흥원 입주지원센터 인터넷 전용선 서비스(ISP) 용역,재단법인 부산정보산업진흥원,재단법인 부산정보산업진흥원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 18:47(2020/05/21 14:00),
용역,20200519390-00,일반,수곡지구 우수저류시설 설치사업 폐기물처리용역,충청북도 청주시,충청북도 청주시,제한(총액),2020/05/15 18:45(2020/05/25 10:00),
용역,20200519389-00,일반,사업관리시스템 고도화 및 검인정시스템 개발 사업,한국과학창의재단,한국과학창의재단,제한(총액)협상에의한계약,2020/05/15 18:42(2020/05/26 10:00),
용역,20200519385-00,긴급,의정부시 도로건설·관리계획(변경)수립 용역(긴급),경기도 의정부시,경기도 의정부시,일반경쟁,2020/05/15 18:41(2020/05/21 10:00),
용역,20200519373-00,일반,중앙오수간선관로 정비사업 건설사업관리용역(PQ후 가격입찰),광주광역시,광주광역시,일반경쟁,2020/05/15 18:26(2020/05/25 12:00),
용역,20200519367-00,긴급,안골새공원 조성사업 폐기물처리용역,부산광역시 사하구,부산광역시 사하구,제한(총액),2020/05/15 18:25(2020/05/21 10:30),
용역,20200519364-00,일반,악양면 평사리 황금들판 들녘아트 조성사업,경상남도 하동군,경상남도 하동군,제한(총액),2020/05/15 18:23(2020/05/21 10:00),
용역,20200519365-00,긴급,함안군민 안전보험 가입,경상남도 함안군,경상남도 함안군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 18:23(2020/05/21 10:00),
용역,20200519259-00,일반,통합연구관리시스템 개발 및 구축 용역 계약,분당서울대학교병원,분당서울대학교병원,일반(총액)협상에의한계약,2020/05/15 18:22(-),
용역,20200519351-00,일반,용계산 치유의숲 조성사업 조성계획 및 실시설계 용역 사업수행능력평가서 제출안내(PQ),전라남도 순천시,전라남도 순천시,일반경쟁,2020/05/15 18:21(-),
용역,20200518545-01,변경,동악산 생태축(서식지) 복원사업 마스터플랜 설계공모 참가등록 안내,전라남도 곡성군,전라남도 곡성군,일반경쟁,2020/05/15 18:20(-),
용역,20200519362-00,긴급,인터넷데이터센터(IDC) 시설·장비 임차 및 유지보수 용역,한국표준협회,한국표준협회,제한(총액),2020/05/15 18:20(2020/05/25 14:00),
용역,20200519358-00,일반,제방의 액상화 피해 평가를 위한 액상화 피해평가지표 및 평가법 개발 기초연구 용역,한국철도기술연구원,한국철도기술연구원,일반(총액)규격가격동시,2020/05/15 18:18(2020/05/22 11:00),
용역,20200516937-00,긴급,2020년 대구도시철도공사 휴양소 운영용역,대구도시철도공사,대구도시철도공사,일반(총액)협상에의한계약,2020/05/15 18:17(2020/05/26 10:00),
용역,20200519361-00,일반,"2020년 아이사랑 임신,육아 정보 동영상 제작 용역",인구보건복지협회,인구보건복지협회,제한(총액)협상에의한계약,2020/05/15 18:17(-),
용역,20200519356-00,긴급,2020년 평택시 버스정보시스템(BIS) 구축사업 용역(협상에 의한 계약),경기도 평택시,경기도 평택시,일반(총액)협상에의한계약,2020/05/15 18:17(2020/05/26 17:00),
용역,20200519008-00,긴급,2020년 산업통상자원부 행정정보시스템 고도화사업,조달청,산업통상자원부,제한(총액)협상에의한계약,2020/05/15 18:17(2020/06/05 10:00),
용역,20200519353-00,일반,서울마포우체국 승강기 종합유지관리 업체 선정,(재)우체국시설관리단,(재)우체국시설관리단,제한(총액),2020/05/15 18:16(2020/05/22 12:00),
용역,20200519349-00,일반,소득활동에 따른 노령연금의 근로유인에 관한 연구,국민연금공단,국민연금공단,제한(총액)협상에의한계약,2020/05/15 18:14(2020/05/27 10:00),
용역,20200513991-01,변경,순창군(섬진강수계) 4단계 수질오염총량관리 시행계획 수립 용역,전라북도 순창군,전라북도 순창군,제한(총액),2020/05/15 18:13(2020/05/22 10:00),
용역,20200519347-00,긴급,(혁신지원사업 3유형)울산과학대학교 역량기반 교육과정 운영관리 시스템 구축,울산과학대학산학협력단,울산과학대학산학협력단,일반(총액)협상에의한계약,2020/05/15 18:11(-),
용역,20200519346-00,일반,찾아가는 세계문화이해교육 용역,경기도 평택시,경기도 평택시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 18:11(2020/05/21 10:00),
용역,20200519342-00,긴급,원주중앙시장 아케이드 설치공사 실시설계용역,강원도 원주시,강원도 원주시,제한경쟁,2020/05/15 18:10(2020/05/21 10:00),
용역,20200238066-01,취소,제주특별자치도 방문관광객 실태조사,제주관광공사,제주관광공사,일반(총액)협상에의한계약,2020/05/15 18:10(-),
용역,20200518807-00,긴급,대구 중소기업 맞춤형 컨설팅 및 상용 보안솔루션 도입 지원 용역,조달청,재단법인 대구테크노파크,제한(총액)협상에의한계약,2020/05/15 18:10(2020/05/26 10:00),
용역,20200519339-00,긴급,차세대 재외동포 정책 개발을 위한 실태조사,재외동포재단,재외동포재단,일반(총액)협상에의한계약,2020/05/15 18:06(-),
용역,2001757-00,일반,천안직산 공공지원민간임대주택 공급촉진지구 환경영향평가용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/15 18:05(2020/09/02 10:00),
용역,2001755-00,일반,부천역곡 공공주택지구 조성사업 환경영향평가용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/15 18:05(2020/08/19 10:00),
용역,20200519335-00,일반,남구기억 아카이브 사업 용역,대구광역시 남구,대구광역시 남구,제한(총액)협상에의한계약,2020/05/15 18:04(-),
용역,20200519109-00,일반,부산도서관 공동보존 서고 이관 용역,조달청 부산지방조달청,부산광역시교육청 부산광역시립시민도서관,제한(총액),2020/05/15 18:03(2020/05/21 10:00),
용역,20200519329-00,일반,석수2동 삼막천 수변공원 및 석천로 가로환경개선사업 폐기물 처리 용역,경기도 안양시,경기도 안양시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 18:03(2020/05/21 10:00),
용역,20200519333-00,일반,2020년 상반기 소규모 수도시설 배수지(물탱크) 청소·소독 용역,경상남도 산청군,경상남도 산청군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 18:03(2020/05/21 10:00),
용역,20200519331-00,일반,2020년 강동구 관내 상수도공사 건설폐기물처리용역(장기계속단가),서울특별시,서울특별시 상수도사업본부 강동수도사업소,제한(총액),2020/05/15 18:02(2020/05/26 12:00),
용역,20200519320-00,일반,북원로(원주IC~태장농공단지삼거리) 확포장공사 소규모재해영향평가용역,강원도 원주시,강원도 원주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 18:01(2020/05/21 10:00),
용역,20200512885-01,취소,2020년 횡성한우 고품질 연구개발 용역,강원도 횡성군,강원도 횡성군,제한(총액),2020/05/15 18:00(2020/05/18 12:00),
용역,20200519322-00,긴급,인공지능(AI)에 대한 유럽연합(EU)의 규제체계와 대응전략을 중심으로,한국법제연구원,한국법제연구원,제한(총액)협상에의한계약,2020/05/15 18:00(-),
용역,20200519041-00,긴급,코스타리카 산호세 광역도시철도 TOD 마스터플랜 수립사업,조달청,국토교통부,수의(총액),2020/05/15 17:59(2020/05/20 12:00),
용역,20200519046-01,취소,교육원 주차장 아스콘 포장 보수공사,농림축산식품부 농식품공무원교육원,농림축산식품부 농식품공무원교육원,제한(총액),2020/05/15 17:58(2020/05/22 10:00),
용역,20200519309-00,일반,강서구민올림픽체육센터 셔틀버스 운행 및 관리 용역,서울시 강서구시설관리공단,서울시 강서구시설관리공단,제한(총액),2020/05/15 17:57(2020/05/22 18:00),
용역,20200519314-00,일반,지역 미래선도 과학기술 프로젝트 사업 예타 조사 지원 연구용역,재단법인 부산산업과학혁신원,재단법인 부산산업과학혁신원,제한(총액)협상에의한계약,2020/05/15 17:56(2020/05/25 16:00),
용역,20200439326-00,일반,"성범죄자 등록관리시스템 화면 개선 및 장비(보안, 스캔) 도입",조달청 서울지방조달청,법무부 서울보호관찰소,제한(총액)협상에의한계약,2020/05/15 17:56(2020/05/27 10:00),
용역,20200517461-00,긴급,난곡로 26길 주변 함께 사는 골목길 환경조성 기본 및 실시설계 용역,서울특별시 관악구,서울특별시 관악구,일반(총액)협상에의한계약,2020/05/15 17:56(2020/05/26 16:00),
용역,20200515961-01,취소,서울잠동초등학교 다목적실 내진성능평가용역,서울특별시교육청 서울특별시강동송파교육지원청,서울특별시교육청 서울특별시강동송파교육지원청,수의(총액)소액수의,2020/05/15 17:56(2020/05/20 10:00),
용역,20200519187-00,긴급,상생결제 종합포털 구축 용역,조달청 서울지방조달청,대·중소기업·농어업협력재단,제한(총액)협상에의한계약,2020/05/15 17:56(2020/05/28 10:00),
용역,20200519305-00,긴급,충북콘텐츠코리아랩 이러닝 교육 콘텐츠 제작 용역,재단법인충청북도지식산업진흥원,재단법인충청북도지식산업진흥원,제한(총액)협상에의한계약,2020/05/15 17:55(-),
용역,20200518338-00,긴급,2020년도 경북대학교 상주캠퍼스 무인전자경비시스템 용역계약,조달청 대구지방조달청,경북대학교 행정지원부,일반(총액)협상에의한계약,2020/05/15 17:54(2020/05/26 12:00),
용역,20200519263-00,일반,2020년 청주공항 재산종합보험 가입 용역,한국공항공사 서울지역본부,한국공항공사 서울지역본부,일반(총액),2020/05/15 17:54(2020/05/21 10:00),
용역,20200518158-00,긴급,금오공과대학교 통합경비시스템 용역,조달청 대구지방조달청,금오공과대학교,일반(총액)협상에의한계약,2020/05/15 17:53(2020/05/26 12:00),
용역,20200518898-00,일반,2020년 정신건강사례관리시스템 유지관리,조달청 서울지방조달청,사회보장정보원,제한(총액)협상에의한계약,2020/05/15 17:53(2020/06/03 10:00),
용역,20200519285-00,긴급,다언어 오디오가이드 콘텐츠 개발 및 구축사업 용역,강원도 강릉시,강원도 강릉시,제한(총액)협상에의한계약,2020/05/15 17:53(-),
용역,20200519294-00,긴급,국도3호선(평화로)~서부로 연결 나들목 개설사업 실시설계용역(긴급),경기도 의정부시,경기도 의정부시,일반경쟁,2020/05/15 17:52(2020/05/21 10:00),
용역,20200519296-00,일반,2020년 하반기 국문SNS 운영 용역,제주관광공사,제주관광공사,제한(총액)협상에의한계약,2020/05/15 17:52(-),
용역,20200518892-00,일반,삼천2동 거마중앙로 인도정비공사 폐기물처리용역,전라북도 전주시 완산구,전라북도 전주시 완산구,수의(총액)소액수의,2020/05/15 17:51(2020/05/21 10:00),
용역,20200519077-00,일반,사곡신감 자연재해위험개선지구정비공사 폐기물처리용역(장기계속),경상북도 의성군,경상북도 의성군,제한(총액),2020/05/15 17:50(2020/05/25 10:00),
용역,20200508704-01,변경,한국수출입은행 중장기 여신방향 수립 컨설팅,한국수출입은행,한국수출입은행,제한(총액)협상에의한계약,2020/05/15 17:50(2020/05/25 17:00),
용역,20200511311-01,취소,2020년 하천 준설토 운반 및 처리용역(연간단가),서울특별시 서초구,서울특별시 서초구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:50(2020/05/15 10:00),
용역,20200519281-00,일반,경기도 농민농촌기본소득 통합관리시스템 구축 용역,재단법인경기농식품유통진흥원,재단법인경기농식품유통진흥원,제한(총액)협상에의한계약,2020/05/15 17:50(2020/06/08 10:00),
용역,20200518178-00,긴급,코로나19 감염예방을 위한 구립·직장어린이집 방역소독 용역,서울특별시 강남구,서울특별시 강남구,제한(총액),2020/05/15 17:50(2020/05/20 17:00),
용역,20200519287-00,일반,한국수산자원공단 안전보건경영시스템 인증 컨설팅,한국수산자원공단,한국수산자원공단,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:49(2020/05/21 10:00),
용역,20200519044-00,긴급,2020년 국립중앙박물관 누리집 기능개선,조달청 서울지방조달청,문화체육관광부 국립중앙박물관,제한(총액)협상에의한계약,2020/05/15 17:49(2020/06/03 10:00),
용역,20200519280-00,긴급,[설계공모]원주 관광·레저형 기업도시 개발사업 타당성조사 및 기본계획 수립 용역,강원도 원주시,강원도 원주시,일반경쟁,2020/05/15 17:48(-),
용역,20200507828-00,일반,2020년 전국도서관과 함께하는 책 읽어 주세요 체험 프로그램 위탁 운영,조달청 서울지방조달청,문화체육관광부 국립중앙도서관 국립어린이청소년도서관,제한(총액)협상에의한계약,2020/05/15 17:48(2020/05/29 10:00),
용역,20200519260-00,일반,네트워크 강화를 위한 시군 의제발굴 및 전략수립,사단법인 충남사회경제연대,사단법인 충남사회경제연대,일반(총액)협상에의한계약,2020/05/15 17:48(-),
용역,20200518978-00,일반,2020년 지역신문 컨퍼런스 운영,조달청 서울지방조달청,지역신문발전기금,제한(총액)협상에의한계약,2020/05/15 17:47(2020/06/02 10:00),
용역,20200519228-00,일반,직업건강 가이드라인 개발 연구용역,한국산업안전보건공단,한국산업안전보건공단,제한(총액)협상에의한계약,2020/05/15 17:46(2020/05/27 10:00),
용역,20200517805-00,일반,제10기 IP Meister Program 교육컨설팅 용역(5분야),조달청 서울지방조달청,한국발명진흥회,제한(총액)협상에의한계약,2020/05/15 17:45(2020/05/27 10:00),
용역,20200518459-00,긴급,강원권 대학 및 지역균형 발전을 위한 종합계획 수립 용역,조달청,강원대학교,일반(총액)협상에의한계약,2020/05/15 17:45(2020/06/04 10:00),
용역,20200416132-01,취소,2020년 양성평등주간 기념행사 기획 및 대행 운영,조달청 서울지방조달청,한국양성평등교육진흥원,제한(총액)협상에의한계약,2020/05/15 17:43(2020/04/28 10:00),
용역,20200518455-00,일반,여성폭력방지기관 종사자 종합교육체계 수립 연구,조달청 서울지방조달청,한국여성인권진흥원,제한(총액)협상에의한계약,2020/05/15 17:43(2020/05/26 10:00),
용역,20200508118-00,일반,정보통신종합관리시스템 고도화,조달청 서울지방조달청,경찰청,제한(총액)협상에의한계약,2020/05/15 17:42(2020/05/29 10:00),
용역,20200519246-00,일반,‘20년 충청남도 공공급속충전시설 전기안전관리대행,한국환경공단,한국환경공단,수의(총액)소액수의,2020/05/15 17:42(2020/05/21 15:00),
용역,20200517794-00,일반,5차 옥외광고사업의 성공적 수행을 위한 제도개선방안 연구,조달청 서울지방조달청,한국지방재정공제회,제한(총액)협상에의한계약,2020/05/15 17:42(2020/05/26 10:00),
용역,20200517581-00,일반,인체위해성평가통합관리시스템 구축,조달청,식품의약품안전처,수의(총액),2020/05/15 17:42(2020/05/18 11:00),
용역,20200519257-00,긴급,미래세대 보호를 위한 법적과제 3 - 우주교통관리 등 UN 외기권위원회(COPUOS) 논의를 중심으로,한국법제연구원,한국법제연구원,제한(총액)협상에의한계약,2020/05/15 17:41(-),
용역,20200518900-00,일반,KLID 공공빅데이터 분석모델 개발·확산 및 센터 운영전략 수립,조달청 서울지방조달청,한국지역정보개발원,제한(총액)협상에의한계약,2020/05/15 17:41(2020/06/02 10:00),
용역,20200518966-00,일반,교원참여형 교육과정 평가 실행모델 개발 연구(수도권),조달청 서울지방조달청,국가교육회의,제한(총액)협상에의한계약,2020/05/15 17:40(2020/05/27 10:00),
용역,20200517604-00,일반,정보시스템 위탁운영및통합유지보수 용역,조달청,제주국제자유도시개발센터,수의(총액),2020/05/15 17:40(2020/05/18 11:00),
용역,20200519243-00,긴급,서울역 일대 문화예술프로그램 운영 용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/15 17:40(2020/05/26 17:00),
용역,20200518278-00,일반,2020년 기록정보 온라인서비스 구축 사업,조달청,행정안전부 국가기록원,수의(총액),2020/05/15 17:37(2020/05/18 12:00),
용역,20200519252-00,긴급,미래세대 보호를 위한 법적과제 1 - 디지털 환경에서의 아동권리를 중심으로 관련 설문조사,한국법제연구원,한국법제연구원,제한(총액)협상에의한계약,2020/05/15 17:37(-),
용역,20200518592-00,긴급,내포신도시 주차타워 및 건강생활증진센터 신축공사 설계용역,충청남도 홍성군,충청남도 홍성군,제한경쟁,2020/05/15 17:36(2020/05/21 10:00),
용역,20200519239-00,일반,2020 공공미술 시민발굴단 운영 용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/15 17:32(2020/05/26 16:00),
용역,20200519194-00,일반,‘20년 전라남도 공공급속충전시설 전기안전관리대행,한국환경공단,한국환경공단,수의(총액)소액수의,2020/05/15 17:32(2020/05/21 15:00),
용역,20200519236-00,일반,2020년 은행나무 생육환경 개선사업 건설폐기물 운반처리용역,충청남도 아산시,충청남도 아산시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:31(2020/05/21 16:00),
용역,20200519234-00,일반,남원시 통합경보 방송운영 소프트웨어 개발용역,전라북도 남원시,전라북도 남원시,제한(총액),2020/05/15 17:31(2020/05/22 14:00),
용역,20200519229-00,일반,가뭄대비 건설장비 임차용역,경기도 연천군,경기도 연천군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:30(2020/05/21 10:00),
용역,20200511812-01,취소,다언어 오디오가이드 콘텐츠 개발 및 구축사업 용역,강원도 강릉시,강원도 강릉시,제한(총액)협상에의한계약,2020/05/15 17:29(-),
용역,20200518746-00,일반,예산군 농촌신활력플러스사업 온라인 통합 플랫폼 구축 용역,사단법인 예산군행복마을네트워크,사단법인 예산군행복마을네트워크,제한(총액)협상에의한계약,2020/05/15 17:25(-),
용역,20200517309-00,일반,국립세종수목원 홈페이지 구축 용역,조달청 대구지방조달청,한국수목원관리원,제한(총액)협상에의한계약,2020/05/15 17:24(2020/05/28 10:00),
용역,20200518714-00,일반,2020년도 헌혈버스 구조 변경(재공고 2차),대한적십자사 혈액관리본부,대한적십자사 혈액관리본부,제한(총액)2단계경쟁,2020/05/15 17:24(2020/05/27 15:00),
용역,20200518988-01,변경,2020년 항포구 쓰레기 수거 용역,충청남도 서산시,충청남도 서산시,제한(단가),2020/05/15 17:22(2020/05/21 10:00),
용역,20200517503-00,긴급,무인교통단속장비 통신망 이동통신사업자 선정 계약,조달청,경찰청 충청남도지방경찰청,일반(총액)협상에의한계약,2020/05/15 17:22(2020/06/16 10:00),
용역,2001739-00,일반,소형 분양주택의 시장전망과 공급확대 개선방안 연구용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/15 17:20(2020/06/12 16:00),
용역,20200519206-00,일반,안전보건통합관리시스템구축 및 화학물질관리시스템 고도화,한국지질자원연구원,한국지질자원연구원,제한(총액)협상에의한계약,2020/05/15 17:19(2020/06/02 10:00),
용역,20200519201-00,일반,2020년 조림지 풀베기사업(1차) 감리용역,충청남도 아산시,충청남도 아산시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:18(2020/05/21 15:00),
용역,20200518062-01,변경,연구실험시설 활용 기상관측기술개발 조사 및 분석 기획연구,기상청 국립기상과학원,기상청 국립기상과학원,제한(총액)협상에의한계약,2020/05/15 17:18(2020/05/25 10:00),
용역,20200517784-00,긴급,토지적성평가 및 재해취약성 분석 용역,경기도 광주시,경기도 광주시,제한경쟁,2020/05/15 17:18(2020/05/21 10:00),
용역,20200519033-00,일반,"권선초 외 4교(명인초,영화초,일월초,매원중) 샌드위치패널 개선공사 설계용역",경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:18(2020/05/21 10:00),
용역,20200518691-00,긴급,2020년 정원분야 실습·보육공간 운영용역(김천),조달청,한국수목원관리원,수의(총액),2020/05/15 17:17(2020/05/18 14:00),
용역,20200518692-00,긴급,국외문화재DB관리시스템 고도화(오카이브 OK-Archive 구축),조달청 서울지방조달청,국외소재문화재재단,제한(총액)협상에의한계약,2020/05/15 17:16(2020/06/10 10:00),
용역,20200519186-00,일반,동학초 포장개선공사 설계용역,경기도교육청 경기도화성오산교육지원청,경기도교육청 경기도화성오산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 17:15(2020/05/21 10:00),
용역,E012004450-00,일반,2020년 인천직할 배전설비 열화상 진단용역,한국전력공사,재무자재부,제한(총액),2020/05/15 17:15(2020/05/25 14:00),
