업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),
용역,20200516775-01,취소,청사 외부환경개선공사 건설폐기물 처리용역 수의계약안내공고,경기도교육청 경기도양평교육지원청,경기도교육청 경기도양평교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:35(2020/05/21 15:00),
용역,20200509784-00,일반,2020년 농산물 우수관리(GAP)안전성 분석사업 용역,경상북도 구미시 선산출장소,경상북도 구미시 선산출장소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:34(2020/05/20 14:00),
용역,20200517358-01,취소,한터초 교사2호동 정밀안전진단용역,경기도용인교육청,경기도용인교육청,제한경쟁,2020/05/15 10:32(2020/05/20 10:00),
용역,20200518164-00,일반,2020년 송도국제도시 유수지 배수갑문 등(3개소) 정밀점검 용역,인천시설공단,인천시설공단,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:31(2020/05/21 10:00),
용역,20200518138-00,긴급,(지명경쟁)도일시장 공영주차장 건립공사 기본 및 실시설계용역,경기도 시흥시,경기도 시흥시,지명경쟁,2020/05/15 10:29(2020/05/21 10:00),
용역,20200518160-00,일반,해남군 마을회관 석면철거 및 보수공사 실시설계용역,전라남도 해남군,전라남도 해남군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 10:28(2020/05/21 10:00),
용역,20200518150-00,긴급,NPE 보유특허 포트폴리오 현행화,한국지식재산보호원,한국지식재산보호원,제한(총액)협상에의한계약,2020/05/15 10:27(2020/05/21 14:00),
용역,20200518144-00,일반,2020년 담양읍 도시재생사업 교통환경개선 수립 용역,전라남도 담양군,전라남도 담양군,제한경쟁,2020/05/15 10:27(2020/05/25 10:00),
용역,20200518156-00,일반,고읍·마동천 하천기본계획 전략환경영향평가 용역,전라남도,전라남도,제한경쟁,2020/05/15 10:26(2020/05/26 10:00),
용역,20200517890-00,일반,2021학년도 경상대학교 수시 및 정시 모집요강 제작 사업자 선정,경상대학교 입학본부,경상대학교 입학본부,제한(총액)협상에의한계약,2020/05/15 10:26(2020/05/25 12:00),
용역,20200517295-00,일반,한국교직원공제회 온라인미디어 운영관리 용역,한국교직원공제회,한국교직원공제회,제한(총액)협상에의한계약,2020/05/15 10:21(2020/06/16 15:00),
용역,20200518137-00,긴급,함양 용평리 도시재생 아카이빙사업 용역(협상)-긴급,경상남도 함양군,경상남도 함양군,제한(총액)협상에의한계약,2020/05/15 10:21(-),
용역,20200518121-00,긴급,부계~의흥간 테마도로 개설공사 폐기물 처리용역,경상북도 군위군,경상북도 군위군,제한(총액),2020/05/15 10:20(2020/05/21 14:00),
용역,20200518141-00,일반,군도17호선(남산-칠전) 아스콘 덧씌우기공사 폐기물 처리용역,전라남도 진도군,전라남도 진도군,수의(총액),2020/05/15 10:20(2020/05/20 14:00),
용역,20200518133-00,일반,2021학년도 경남과학기술대학교 수시 모집요강 제작 사업자 선정,경남과학기술대학교,경남과학기술대학교,수의(총액)소액수의,2020/05/15 10:19(2020/05/22 14:00),
용역,20200518127-00,일반,군도4호선(관마-인지교) 아스콘 덧씌우기공사 폐기물 처리용역,전라남도 진도군,전라남도 진도군,수의(총액),2020/05/15 10:15(2020/05/20 14:00),
용역,20200518125-00,일반,남원시 농촌관광 발전계획 수립용역(협상에 의한 계약),전라북도 남원시,전라북도 남원시,제한(총액)협상에의한계약,2020/05/15 10:15(-),
용역,20200518122-00,일반,담양 대성사 교육관 건립공사 기본 및 실시설계 용역,전라남도 담양군,전라남도 담양군,제한경쟁,2020/05/15 10:13(2020/05/25 10:00),
용역,20200515527-01,취소,인터넷데이터센터(IDC) 시설·장비 임차 및 유지보수 용역,한국표준협회,한국표준협회,제한(총액),2020/05/15 10:13(2020/05/21 14:00),
용역,20200518051-01,변경,서울대학교 물질안전보건자료(MSDS) DB화(2단계) 추가사업,서울대학교 환경안전원,서울대학교 환경안전원,제한(총액)협상에의한계약,2020/05/15 10:11(2020/05/26 10:00),
용역,20200511423-01,취소,(지명경쟁)도일시장 공영주차장 건립공사 기본 및 실시설계용역,경기도 시흥시,경기도 시흥시,지명경쟁,2020/05/15 10:08(2020/05/18 10:00),
용역,20200518110-00,일반,2020년 이주배경청소년 실태조사,(재)이주배경청소년지원재단,(재)이주배경청소년지원재단,일반(총액)협상에의한계약,2020/05/15 10:07(-),
용역,20200505466-03,변경,로컬콘텐츠 발굴 및 제작 로컬매거진 문화곳간 나나 발간 용역 공고,사단법인 시민문화회의,사단법인 시민문화회의,일반(총액)협상에의한계약,2020/05/15 10:07(-),
용역,20200518103-00,일반,영덕군다함께행복청사 건립 기본계획 수립 및 타당성조사 용역,경상북도 영덕군,경상북도 영덕군,제한(총액),2020/05/15 10:07(2020/05/19 10:00),
용역,20200517849-00,긴급,2020년 NC 다이노스 트랙맨 시스템 용역 입찰 공고,(주)엔씨다이노스,(주)엔씨다이노스,일반(총액),2020/05/15 10:06(2020/05/19 17:00),
용역,20200518097-00,일반,인천 2호선 검단연장사업 예비타당성조사 대응 연구 용역,인천광역시,인천광역시,일반(총액)협상에의한계약,2020/05/15 10:05(2020/05/26 15:00),
용역,20200517909-00,일반,2020 외국인 환자 및 동반자 대상 1-Day 투어 운영,인천관광공사,인천관광공사,수의(총액)소액수의,2020/05/15 10:04(2020/05/21 12:00),
용역,20200516957-00,일반,강원도영월의료원 인공신장실 설치 및 분만병동 증축공사 감리(건축+기계설비) 용역,조달청 강원지방조달청,강원도영월의료원,지역,2020/05/15 10:04(2020/05/26 10:00),
용역,20200512566-01,변경,"2020학년도 인천숭의초등학교 5,6학년 수학여행 차량 임차용역 소액수의 견적제출 공고(수정)",인천광역시남부교육청 인천숭의초등학교,인천광역시남부교육청 인천숭의초등학교,수의(총액)소액수의,2020/05/15 10:02(2020/05/22 12:00),
용역,20200517229-00,일반,2020년 통계청-ILO 공조 프로젝트 사업,조달청,통계청,수의(총액),2020/05/15 09:58(2020/05/19 11:00),
용역,20200517799-00,긴급,정조로 일원 도로정비공사 폐기물처리용역,경기도 수원시 팔달구,경기도 수원시 팔달구,제한(총액),2020/05/15 09:58(2020/05/20 14:00),
용역,20200518071-00,일반,업무시스템 프로세서 개선,한국뇌연구원,한국뇌연구원,제한(총액)협상에의한계약,2020/05/15 09:57(2020/05/26 12:00),
용역,20200517097-01,변경,"공동체,기업가정신,지역경제활성화:인과성 규명을 위한 설문조사(1차년도예비조사6개지역본조사)",연세대학교 원주산학협력단,연세대학교 원주산학협력단,제한(총액)협상에의한계약,2020/05/15 09:56(2020/05/25 10:00),
용역,20200518066-00,일반,지방도 453호 평촌교 정밀안전진단용역,강원도,강원도,수의(단가)소액-견적입찰(2인 이상 견적 제출),2020/05/15 09:55(2020/05/22 10:00),
용역,20200517783-00,일반,국도45호선 용인시 어비리 등 8개소 절토사면 정밀안전점검용역,조달청,국토교통부 서울지방국토관리청 수원국토관리사무소,"일반경쟁(용역,PQ)",2020/05/15 09:55(2020/06/05 10:00),
용역,20200515622-01,변경,"벽파지구 마을하수도 정비사업 폐기물 처리용역(총괄분,1차분)",전라남도 진도군,전라남도 진도군,제한(총액),2020/05/15 09:51(2020/05/21 14:00),
용역,20200518050-00,긴급,구고~선거간 군도확포장공사 폐기물처리용역 전자입찰 공고,전라북도 임실군,전라북도 임실군,제한(총액),2020/05/15 09:50(2020/05/21 10:00),
용역,20200518045-00,일반,2020 경북콘텐츠코리아랩 간행물 제작 및 배포 용역,재단법인 경상북도콘텐츠진흥원,재단법인 경상북도콘텐츠진흥원,제한(총액)협상에의한계약,2020/05/15 09:50(2020/05/27 14:00),
용역,20200518048-00,일반,2020 예술분야 기업 일자리 정보 제공시스템 구축을 위한 정보화 전략계획(ISP) 수립 용역,(재)예술경영지원센터,(재)예술경영지원센터,제한(총액)협상에의한계약,2020/05/15 09:49(2020/05/26 14:00),
용역,20200516198-00,일반,가창 취 · 정수시설물 정밀안전진단 및 내진성능평가 용역,대구광역시 상수도사업본부 가창정수사업소,대구광역시 상수도사업본부 가창정수사업소,지명경쟁,2020/05/15 09:49(2020/05/22 14:00),
용역,20200518047-00,일반,청양군장애인회관건립(건축)공사 건축감리용역,충청남도 청양군,충청남도 청양군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 09:48(2020/05/20 14:00),
용역,E012004356-00,일반,에코델타시티(1단계) 간선설치공사 VLF진단 용역,한국전력공사,재무자재부,제한(총액),2020/05/15 09:44(2020/05/25 10:00),
용역,20200518019-00,일반,대전 MICE 홍보동영상 제작 용역,대전마케팅공사,대전마케팅공사,제한(총액)협상에의한계약,2020/05/15 09:42(2020/05/26 14:00),
용역,20200518023-00,일반,2020년도 충청북도 청년정책 모니터링 대행용역 입찰공고,(재)충청북도기업진흥원,(재)충청북도기업진흥원,제한(총액)협상에의한계약,2020/05/15 09:42(2020/05/26 14:00),
용역,20200516832-00,일반,강원도 공공 어린이재활의료센터 건립 건축설계 공모,강원도,강원도,일반경쟁,2020/05/15 09:38(-),
용역,20200518013-00,긴급,치즈마을 앞 군도 확포장공사 폐기물처리용역 전자입찰 공고,전라북도 임실군,전라북도 임실군,제한(총액),2020/05/15 09:38(2020/05/21 10:00),
용역,20200517546-00,긴급,입찰공고 의뢰(20년 기후재원 관련 기후변화협상 동향 분석과 대응방안 연구용역),조달청 대전지방조달청,기획재정부,일반(총액)협상에의한계약,2020/05/15 09:37(2020/05/26 10:00),
용역,20200517908-00,일반,양식 종자산업 혁신 연구개발사업 기획연구,조달청 서울지방조달청,해양수산과학기술진흥원,제한(총액)협상에의한계약,2020/05/15 09:35(2020/05/27 10:00),
용역,20200517999-00,일반,차세대 정보체계 구축을 위한 ISP 수립,국방과학연구소,국방과학연구소,일반(총액)협상에의한계약,2020/05/15 09:33(2020/06/24 10:00),
용역,20200518005-00,긴급,인당 더 건강한 센터 플랫폼 구축 및 편의시설 정비 기본 및 실시설계용역(협상)-긴급,경상남도 함양군,경상남도 함양군,일반(총액)협상에의한계약,2020/05/15 09:33(-),
용역,20200517476-00,일반,인문대 2호관 및 민주마루 방수공사 건설폐기물처리 용역,전남대학교,전남대학교,수의(총액)소액수의,2020/05/15 09:32(2020/05/21 10:00),
용역,20200518004-00,긴급,2020년 음식물 자원화시설 관리위탁 용역(재공고),경기도 오산시,경기도 오산시,일반(총액)협상에의한계약,2020/05/15 09:32(-),
용역,20200466-01,변경,작업장 환경 및 인원 모니터링 시스템 개발,한전KDN(주),한전KDN(주),일반(총액)협상에의한계약,2020/05/15 09:32(2020/06/25 11:00),
용역,20200517998-00,일반,함양일반산업단지 폐수종말처리시설 위탁 운영관리 용역(긴급),경상남도 함양군,경상남도 함양군,제한(총액),2020/05/15 09:31(2020/05/21 14:00),
용역,20200517996-00,긴급,2020년괴산군가연성생활폐기물위탁처리용역(단가계약),충청북도 괴산군,충청북도 괴산군,제한(단가),2020/05/15 09:30(2020/05/20 16:00),
용역,20200517975-00,일반,탄동천 오수관로 정비공사 건설폐기물처리용역,대전광역시 유성구,대전광역시 유성구,수의(총액)소액수의,2020/05/15 09:28(2020/05/20 10:00),
용역,20200517992-00,일반,2020 한옥자원활용 야간상설공연 조명 및 음향 임차용역(협상에의한계약),전라북도 남원시,전라북도 남원시,제한(총액)협상에의한계약,2020/05/15 09:27(-),
용역,20200517691-00,일반,제8차 사할린 강제동원 희생자 유해봉환 용역,조달청 서울지방조달청,행정안전부 과거사관련업무지원단,제한(총액)협상에의한계약,2020/05/15 09:27(2020/05/29 10:00),
용역,20200514645-00,일반,소방설비(스프링클러설비 등) 설치공사 설계용역,전남대학교병원,전남대학교병원,제한경쟁,2020/05/15 09:25(2020/05/28 14:30),
용역,20200514566-00,일반,시설물 내진보강공사 설계용역,전남대학교병원,전남대학교병원,제한경쟁,2020/05/15 09:21(2020/05/28 14:00),
용역,20200517077-00,일반,보정동주민센터 인근 도로환경 개선공사 폐기물처리용역,경기도 용인시 기흥구,경기도 용인시 기흥구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 09:20(2020/05/22 10:00),
용역,20200510442-01,변경,"일반열차(ITX-새마을, ITX-청춘, 무궁화호 외) 의자 세탁청소 용역",코레일테크주식회사,코레일테크주식회사,제한(단가),2020/05/15 09:18(2020/05/22 10:00),
용역,20200434863-01,변경,2020년도 「화폐납품단가  산정기준」 개정 자문용역,한국은행,한국은행,일반(총액)협상에의한계약,2020/05/15 09:17(-),
용역,20200517957-00,일반,2020 예산행복교육지구 마을교육과정 프로그램 운영 임차 용역,충청남도교육청 충청남도예산교육지원청,충청남도교육청 충청남도예산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 09:13(2020/05/21 10:00),
용역,20200517021-00,일반,한국원자력마이스터고등학교 학교시설 내진성능평가 용역 소액수의 견적제출 공고,경상북도교육청 경상북도포항교육지원청,경상북도교육청 경상북도포항교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 09:11(2020/05/21 10:00),
용역,20200517941-01,변경,2020년 5권역(군산1) 폐기물 처리용역,한국어촌어항공단,한국어촌어항공단,제한(단가),2020/05/15 09:09(2020/05/25 10:00),
용역,202005150201-00,일반,E-감사시스템 고도화 용역(수의계약),(주)강원랜드,강원랜드,수의(총액),2020/05/15 09:07(2020/05/15 13:00),
용역,20200517945-00,일반,2020년 6권역(군산2) 폐기물 처리용역,한국어촌어항공단,한국어촌어항공단,제한(단가),2020/05/15 09:06(2020/05/25 10:00),
용역,20200517940-00,긴급,철도차량이력관리정보망 구축 및 철도안전정보종합관리시스템 노후장비 교체,한국교통안전공단,한국교통안전공단,제한(총액)협상에의한계약,2020/05/15 09:06(2020/06/04 12:00),
용역,20200517944-00,긴급,생물안전3등급(BL3)연구시설 재확인 검증 용역(긴급),전라북도 동물위생시험소,전라북도 동물위생시험소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/15 09:06(2020/05/20 10:00),
용역,20200517942-00,일반,오픈 API 기반 공공서비스 개방 및 활성화 전략수립,한국정보화진흥원,한국정보화진흥원,제한(총액)협상에의한계약,2020/05/15 09:04(2020/05/28 10:00),
용역,20200517939-00,일반,2020년 하반기 초등영어교사심화연수(1+4+1형) 위탁기관선정 용역 재공고,경상북도교육청 경상북도교육청연수원,경상북도교육청 경상북도교육청연수원,일반(총액)규격가격동시,2020/05/15 09:03(2020/05/25 17:00),
용역,20200517934-00,일반,가정폭력 다기관 협업체계 개선방안 연구,경찰청,경찰청,제한(총액)협상에의한계약,2020/05/15 09:02(2020/05/26 10:00),
용역,2020SCF006116331-01,긴급,함정 수면하 선체 조패류 수중소제 용역,해군군수사령부,해군군수사령부,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LNG00992020-07846-01,긴급,차양대 신축 설계 지반조사 용역(육-064),육군 제1군단,육군 제1군단,제한(총액),2020/05/15 09:00(2020/05/22 10:00),
용역,2020LNG01002020-07847-01,긴급,차양대 신축 설계 용역(육-064),육군 제1군단,육군 제1군단,제한(총액),2020/05/15 09:00(2020/05/22 10:00),
용역,2020MDW000620061-01,일반,임상실습 생도 수송용역,국군간호사관학교,국군간호사관학교,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020MDW000520040-01,일반,임상실습 생도 수송용역,국군간호사관학교,국군간호사관학교,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LHK01402020-07782-01,긴급,유휴시설(2공구) 폐기물처리,육군 제2218부대,제2218부대,제한(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LHK01412020-07783-01,긴급,유휴시설(2공구) 지정폐기물 처리,육군 제2218부대,제2218부대,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LHK01362020-07631-01,긴급,유휴시설(1공구) 폐기물처리,육군 제2218부대,제2218부대,제한(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LHK01382020-07633-01,긴급,유휴시설(1공구) 지정폐기물 처리,육군 제2218부대,제2218부대,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UHD00332020-07797-01,긴급,여주전훈대 유휴시설 철거 폐기물처리용역,국방부,국방부,제한(총액),2020/05/15 09:00(2020/05/21 10:30),
용역,2020MCT003320060-01,일반,소방시설 종합정밀점검,국방부 국군체육부대,국군체육부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM031318377-01,긴급,방탄 방호성능 기초연구용역,국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/06/03 13:30),
용역,2020LHD00742020-07821-01,긴급,민간 위탁용역(제초),육군제7162부대,제7162부대,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020MHD003711236-02,재입찰,국방표준서 제정(4차) 연구,방위사업청,방위사업청(운영지원과),일반(총액),2020/05/15 09:00(2020/05/26 14:00),
용역,2020LGD001119997-01,일반,간부숙소 에어컨 실내기 청소용역,육군종합행정학교,육군종합행정학교,수의(총액),2020/05/15 09:00(2020/05/21 13:00),
용역,2020LMK002419778-02,변경,[20-42]20년 식기세척기 임차계약,육군 제3007부대,제3007부대,제한(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LGP00632020-07793-01,일반,59탄약대대 유휴시설 철거(지정폐기물처리),국방부 조달본부 원주1군지사,제5378부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LGT002220003-01,일반,20년 전반기 소방시설 정밀검사 용역,육군제2307부대,제2307부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LHG002220069-01,일반,20년 소방종합점검 용역,육군제1862부대,제1862부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020SFC009219439-01,긴급,20년 다중복합감시체계 외주정비 용역,해병 제9691부대,제9691부대,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,B5202001534-00,일반,2020년 원주권광역상수도 정수시설 청소용역,한국수자원공사,한국수자원공사 횡성원주권지사,수의계약,2020/05/15 09:00(2020/05/22 10:00),
용역,2020SCH008720046-01,일반,20-부 0000기지 폐기물 처리용역,해군작전사령부,제8621부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05032020-07546-01,긴급,20-국-00지역 건설사업관리용역(B190),국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/06/05 14:00),
용역,2020UMM05102020-06781-01,일반,20-국-00부대 지형현황측량용역(B183),국방부 국군재정관리단,국군재정관리단,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05012020-06057-01,긴급,20-국-00부대 지정폐기물처리용역(B163),국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05092020-06780-01,긴급,20-국-00부대 지반조사용역(B182),국방부 국군재정관리단,국군재정관리단,제한(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05052020-06772-01,일반,20-국-00부대 지반조사용역(B178),국방부 국군재정관리단,국군재정관리단,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05082020-06778-01,일반,20-국-00부대 설계용역(B181),국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/06/09 10:00),
용역,2020UMM05042020-06771-01,일반,20-국-00부대 설계용역(B177),국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/06/09 10:00),
용역,2020UMM05112020-06756-01,일반,20-국-00부대 설계VE용역(B184),국방부 국군재정관리단,국군재정관리단,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05062020-06752-01,일반,20-국-00부대 설계VE용역(B179),국방부 국군재정관리단,국군재정관리단,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05122020-06757-01,일반,20-국-00부대 문화재지표조사용역(B185),국방부 국군재정관리단,국군재정관리단,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05072020-06774-01,일반,20-국-00부대 문화재지표조사용역(B180),국방부 국군재정관리단,국군재정관리단,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM05132020-07385-01,긴급,20-공-0비 경유탱크 신축등 설계용역(D061),국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020SFG009019959-01,일반,20-K-군 관사 물탱크 청소 용역,해군해병제9181부대,제9181부대,수의(총액),2020/05/15 09:00(2020/05/21 10:30),
용역,2020LCK002619988-01,일반,20-129 20년 사령부 물탱크 청소 용역(연 2회),육군제1596부대,제1596부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LNM00082020-07842-01,일반,00부대 제초관리 용역,5181부대,제5181부대,수의(총액),2020/05/15 09:00(2020/05/20 10:00),
용역,2020LGR00142020-07834-01,긴급,00부대 유휴시설 철거공사(2공구)(폐기물),육군 제1288부대,제1288부대,제한(총액),2020/05/15 09:00(2020/05/22 10:00),
용역,2020LCZ00202020-07763-01,긴급,00부대 개발제한구역 관리계획 수립 용역,동원전력사령부,동원전력사령부,제한(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020LNR00332020-07866-01,일반,00부대 4개소 석면철거 지정폐기물 처리,수도기계화보병사단,제7021부대,수의(총액),2020/05/15 09:00(2020/05/21 10:00),
용역,2020UMM029118449-01,일반,(20F115-A)보급근무분야 민간위탁 용역(경기포천),국방부 국군재정관리단,국군재정관리단,일반(총액),2020/05/15 09:00(2020/05/25 10:30),
용역,2020UMM028818842-01,일반,(20F109-A) ASP방화지대구축용역,국방부 국군재정관리단,국군재정관리단,제한(총액),2020/05/15 09:00(2020/05/25 10:30),
용역,20200513636-01,취소,강구초등학교 교사개축 건설폐기물 처리 용역,경상북도교육청 경상북도영덕교육지원청,경상북도교육청 경상북도영덕교육지원청,제한(총액),2020/05/15 08:58(2020/05/20 10:00),
용역,2020-02-000323-00,일반,경인선(구로~인천)외 1개노선 통신선로 개량 감리용역,한국철도시설공단,한국철도시설공단,제한경쟁,2020/05/15 08:55(2020/06/18 10:00),
용역,20200517927-00,일반,2019년 전북권역 어촌뉴딜300사업(대리항 등) 기본 및 실시설계 경제성 등 검토(설계VE) 용역,한국어촌어항공단,한국어촌어항공단,일반경쟁,2020/05/15 08:54(2020/05/25 10:00),
용역,20200512847-01,취소,서울대학교 창업자 전문분야 지원서비스,조달청 서울지방조달청,서울대학교 연구처,제한(총액)협상에의한계약,2020/05/15 08:50(2020/05/26 10:00),
용역,2020-02-000322-00,일반,진주~광양 전철화 통신설비 감리용역,한국철도시설공단,한국철도시설공단,제한경쟁,2020/05/15 08:49(2020/06/18 10:00),
용역,20200517921-00,긴급,남부하수 찌꺼기 감량화시설 개량공사 건설폐기물처리용역,부산광역시,부산광역시 건설본부,제한(총액),2020/05/15 08:46(2020/05/21 10:00),
용역,20200517916-00,긴급,성북구 재활용선별장 시설현대화 기본 및 실시설계 용역,서울특별시 성북구,서울특별시 성북구,제한경쟁,2020/05/15 08:46(2020/05/21 10:00),
용역,2020-02-000320-00,일반,대구권 광역철도 통신설비 감리용역,한국철도시설공단,한국철도시설공단,제한경쟁,2020/05/15 08:38(2020/06/18 10:00),
용역,2020050613001-00,취소,2020년 전북지역본부 매설배관 공동탐사 용역,한국가스공사,한국가스공사,제한(총액),2020/05/15 08:27(2020/05/25 14:00),
용역,20200515944-00,일반,2020년도 중소기업 미래성과공유제 확산 컨설팅 사업,조달청 서울지방조달청,재단법인 중소기업연구원,제한(총액)협상에의한계약,2020/05/15 07:40(2020/05/26 10:00),
용역,202000527-00,일반,고속국도 제29호 세종~포천선(세종~안성 1-10공구) 건설공사 등 5개구간 시공단계 건설사업관리용역,한국도로공사,한국도로공사 본사,일반(총액),2020/05/15 00:00(2020/06/23 11:00),
용역,202000528-00,일반,[재공고] 도로협력사업 기술조사 시행방안 연구,한국도로공사,한국도로공사 본사,제한(총액),2020/05/15 00:00(2020/05/26 10:00),
용역,202000497-00,일반,2020년도 중앙선 대동낙동강교(부산) 등 8개소 정밀안전진단 및 성능평가 용역 등 2건,한국도로공사,한국도로공사 본사,일반(총액),2020/05/15 00:00(2020/06/01 13:00),
용역,M20S013000-00,일반,2020년도 인재개발원 방역 및 소독 용역,한국수력원자력주식회사,한국수력원자력(주) 관리본부,일반(총액),2020/05/15 00:00(2020/05/21 12:00),
용역,E20S045000-00,일반,2020 사업자지원사업 사업평가 용역,한국수력원자력주식회사,한국수력원자력(주) 관리본부,일반(총액),2020/05/15 00:00(2020/05/25 11:00),
